,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,-0.29439168706021657,-0.5227726390473981,0.23114634033635595,0.17624384822206152,-0.15395120746530402,1.254132051294008,0.34747415346141647,0.35919009035218463,-0.02641547792190753,-0.11849764746385309,-0.14297195566535978,-0.7863810810283826
1,-0.18030777213287322,-1.8840887588845754,0.48573430842683046,-1.1527899506348704,-0.7828348683376963,1.926049979640413,1.8879437402091985,-3.451211217330559,-2.702935874685522,-1.3235755041997281,2.067753996095223,0.43022655271746346
2,0.9605313771405593,0.892996125583266,-0.8381231256436373,-0.8030442140935725,-0.07280492864305976,-0.7616217337452071,-0.6795055710371048,-0.48294498719841794,-2.7666625507989426,-1.142813825689347,-0.6956534436055071,-0.7863810810283826
3,-0.351433644523888,-1.61182553491714,0.48573430842683046,-0.5232476248605341,-0.8436945774543796,0.6782023984256608,0.40788472549074123,0.20323915006504886,0.6108512832122871,0.30327960239370283,1.515072508155077,0.43022655271746346
4,-0.00918189974185795,-1.4484676005366786,0.740322276517305,-0.38334933024401496,-0.15395120746530402,-0.47365690731103355,-0.5888897129931177,0.35919009035218463,-0.6636822390561021,0.845564637924847,-0.9719941875755791,0.43022655271746346
5,-0.1232658146692018,1.410296251121394,1.2494982126982543,-0.38334933024401496,0.6980847201682597,2.022038255118471,3.2169763248543437,0.09927185654029165,-0.6636822390561021,0.18277181672011525,-1.0641077688989364,-0.7863810810283826
6,1.9872866114866488,-1.067299086982269,1.0967454318439693,0.5959387320716191,0.10977419870698951,3.6538389382454546,1.011990445783989,1.8147321996989587,-0.09014215403532841,0.6045490665776718,0.22548236962806956,1.6468341864633094
7,-0.693685389305918,1.9003700542627775,-1.1436286873522068,2.2047691201615898,-0.11337806805418386,-1.2415631111354966,-0.9815584311837288,0.7126788883364054,0.5471246070988662,-0.841544361505378,-0.23508553698871876,-3.2195963485200747
8,-0.5796014743785747,2.9621966277357763,-0.9399583128798271,-0.5931967721687937,1.834132623679678,-0.5696451827890915,1.2838380199159507,-0.2646136707964163,-0.09014215403532841,-0.5402748973214097,-1.34044851286901,-0.7863810810283826
9,-0.693685389305918,0.8385434807897795,-1.0417935001160168,-0.45329847755227465,-0.2553840559931093,0.006284470079255731,0.13603715135877972,0.07328003315910235,0.4196712548720273,-0.841544361505378,-0.8798806062522218,-0.7863810810283826
